id,barcode,recipient_name,address,city_district,package_type,size,dimensions_cm,weight_kg,fragile,priority,payment_method,cod_amount_eur,insurance_value_eur,special_instructions,order_date,status
800,KE00080063,Róbert Bíró,"Hviezdna 76/48, Košice - Juh",Juh,Potraviny,XL,73x54x45,24.35,Nie,Expres,Dobierka,106.1,1291.54,Nezalomovať,2026-05-14,Čaká na doručenie
801,KE00080112,Lucia Fábián,"Meteorová 120/10, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Knihy,L,51x40x30,9.31,Nie,Štandard,Dobierka,354.62,265.79,Volať vopred,2026-05-11,Čaká na doručenie
802,KE00080282,Miroslav Molnár,"Cottbuská 84/24, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XXL,114x76x66,11.02,Nie,Expres,Platba vopred,,,Krehké - opatrne,2026-05-14,Čaká na doručenie
803,KE00080318,Vladimír Sipos,"Prešovská 15/46, Košice - Sídlisko KVP",Sídlisko KVP,Dokument,XS,11x11x5,0.16,Nie,Štandard,Dobierka,378.56,693.71,Krehké - opatrne,2026-05-13,Čaká na doručenie
804,KE00080481,Andrea Sándor,"Okružná 140, Košice - Pereš",Pereš,Dokument,L,53x43x32,8.67,Nie,Overnight,Dobierka,456.16,1293.07,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
805,KE00080573,Martin Gáborík,"Hlavná 58, Košice - Staré Mesto",Staré Mesto,Krehký tovar,S,23x17x11,1.92,Áno,Štandard,Firemná faktura,,,,2026-05-18,Čaká na doručenie
806,KE00080690,Róbert Szőke,"Štúrova 107/3, Košice - Staré Mesto",Staré Mesto,Balík,XS,8x8x4,0.33,Áno,Štandard,Platba vopred,,24.63,Môže zanechať u suseda,2026-05-12,Čaká na doručenie
807,KE00080793,Zuzana Kováčik,"Záhradnícka 143, Košice - Košická Nová Ves",Košická Nová Ves,Elektronika,S,22x16x11,0.66,Áno,Štandard,Dobierka,63.99,1210.7,Horná strana nahor,2026-05-14,Čaká na doručenie
808,KE00080856,Martin Farkas,"Svätá 53, Košice - Vyšné Opátske",Vyšné Opátske,Elektronika,XS,10x10x5,0.45,Áno,Expres,Firemná faktura,,,,2026-05-15,Čaká na doručenie
809,KE00080987,Juraj Lukács,"Myslavská 59/17, Košice - Myslava",Myslava,Krehký tovar,XS,9x9x4,0.19,Áno,Overnight,Dobierka,473.66,1968.62,,2026-05-12,Čaká na doručenie
810,KE00081030,Dušan Polák,"Bajkalská 123/19, Košice - Západ",Západ,Balík,XS,10x10x5,0.45,Nie,Expres,Platba vopred,,1140.54,Horná strana nahor,2026-05-14,Čaká na doručenie
811,KE00081136,Róbert Fodor,"Cottbuská 95, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XXL,138x92x80,13.04,Nie,Expres,Dobierka,64.44,,Volať vopred,2026-05-16,Čaká na doručenie
812,KE00081237,Rastislav Nagy,"Cottbuská 122, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,XXL,107x71x62,44.79,Nie,Expres,Dobierka,283.8,,,2026-05-17,Čaká na doručenie
813,KE00081344,Martina Fodor,"Juhoslovanská 97, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Nábytok,L,48x38x28,14.62,Nie,Overnight,Firemná faktura,,,,2026-05-14,Čaká na doručenie
814,KE00081416,Milan Szűcs,"Štúrova 70/13, Košice - Staré Mesto",Staré Mesto,Balík,L,56x44x33,14.94,Nie,Overnight,Firemná faktura,,,,2026-05-15,Čaká na doručenie
815,KE00081569,Veronika Fehér,"Záhradnícka 23/30, Košice - Košická Nová Ves",Košická Nová Ves,Náhradný diel,S,18x14x9,1.82,Nie,Štandard,Firemná faktura,,,,2026-05-16,Čaká na doručenie
816,KE00081697,Martina Hegedűs,"Lipová 38/49, Košice - Barca",Barca,Dokument,XL,77x57x48,28.96,Nie,Expres,Firemná faktura,,,Horná strana nahor,2026-05-11,Čaká na doručenie
817,KE00081724,Miroslav Király,"Lomonosovova 88/41, Košice - Západ",Západ,Krehký tovar,M,30x25x20,4.24,Áno,Overnight,Platba vopred,,,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
818,KE00081857,Ján Oravec,"Pustovnícka 11/37, Košice - Vyšné Opátske",Vyšné Opátske,Elektronika,XL,85x63x53,7.45,Áno,Expres,Firemná faktura,,,Krehké - opatrne,2026-05-17,Čaká na doručenie
819,KE00081974,Stanislav Jakab,"Potočná 134/26, Košice - Krásna",Krásna,Dokument,M,32x27x21,3.6,Nie,Štandard,Dobierka,348.5,1589.25,,2026-05-15,Čaká na doručenie
820,KE00082097,Ladislav Polák,"Bukureštská 37/45, Košice - Dargovských hrdinov",Dargovských hrdinov,Dokument,L,46x36x27,3.93,Nie,Ekonomický,Dobierka,151.41,,Doručiť osobne,2026-05-15,Čaká na doručenie
821,KE00082115,Rastislav Fodor,"Janigova 65, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Nábytok,M,31x26x21,0.55,Nie,Štandard,Dobierka,217.12,,,2026-05-11,Čaká na doručenie
822,KE00082221,Peter Oravec,"Perešská 128, Košice - Pereš",Pereš,Náhradný diel,XXL,118x79x69,41.91,Nie,Expres,Firemná faktura,,1925.91,Nezalomovať,2026-05-11,Čaká na doručenie
823,KE00082367,Milan Vincze,"Stará 140, Košice - Pereš",Pereš,Potraviny,XXL,126x84x73,13.76,Nie,Expres,Platba vopred,,,Volať vopred,2026-05-13,Čaká na doručenie
824,KE00082499,Vladimír Szőke,"Leningradská 25, Košice - Juh",Juh,Liek,XXL,133x88x77,47.42,Nie,Štandard,Dobierka,284.7,,Volať vopred,2026-05-18,Čaká na doručenie
825,KE00082593,Dávid Varga,"Svätá 45/19, Košice - Vyšné Opátske",Vyšné Opátske,Krehký tovar,M,31x26x20,2.42,Áno,Ekonomický,Dobierka,243.66,1491.62,Nezalomovať,2026-05-15,Čaká na doručenie
826,KE00082687,Stanislav Fekete,"Uralská 12, Košice - Západ",Západ,Liek,XXL,124x82x72,29.73,Nie,Overnight,Dobierka,86.39,,,2026-05-16,Čaká na doručenie
827,KE00082718,Filip Fodor,"Vodná 128, Košice - Staré Mesto",Staré Mesto,Knihy,XS,10x10x5,0.46,Nie,Expres,Firemná faktura,,,,2026-05-12,Čaká na doručenie
828,KE00082879,Eva Olah,"Janigova 68/43, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Krehký tovar,L,50x40x30,4.41,Áno,Štandard,Dobierka,287.36,,Horná strana nahor,2026-05-15,Čaká na doručenie
829,KE00082924,Dušan Novák,"Borová 68, Košice - Barca",Barca,Elektronika,XL,77x57x48,18.11,Áno,Štandard,Firemná faktura,,1578.29,Krehké - opatrne,2026-05-18,Čaká na doručenie
830,KE00083079,Vladimír Molnár,"Mníšska 150/20, Košice - Vyšné Opátske",Vyšné Opátske,Elektronika,S,22x17x11,1.64,Áno,Expres,Platba vopred,,1270.46,Doručiť osobne,2026-05-17,Čaká na doručenie
831,KE00083165,Patrik Szabó,"Idanská 33/10, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Nábytok,L,50x40x30,14.82,Nie,Štandard,Firemná faktura,,128.75,,2026-05-15,Čaká na doručenie
832,KE00083291,Dušan Vincze,"Pasteurova 102, Košice - Sídlisko KVP",Sídlisko KVP,Elektronika,M,28x23x19,3.23,Áno,Expres,Dobierka,309.37,,,2026-05-12,Čaká na doručenie
833,KE00083353,Andrej Szabó,"Bodrocká 134, Košice - Západ",Západ,Náhradný diel,L,51x41x31,6.84,Nie,Štandard,Dobierka,322.49,934.37,Volať vopred,2026-05-13,Čaká na doručenie
834,KE00083453,Lenka Sipos,"Viničná 84/31, Košice - Košická Nová Ves",Košická Nová Ves,Nábytok,L,55x44x33,12.75,Nie,Expres,Platba vopred,,984.45,Krehké - opatrne,2026-05-11,Čaká na doručenie
835,KE00083545,Radoslav Fedor,"Brestová 17, Košice - Krásna",Krásna,Knihy,M,31x25x20,1.53,Nie,Ekonomický,Firemná faktura,,1355.44,,2026-05-15,Čaká na doručenie
836,KE00083676,Andrej Gál,"Horná 109/13, Košice - Kavečany",Kavečany,Elektronika,S,22x16x11,1.44,Áno,Expres,Firemná faktura,,,,2026-05-15,Čaká na doručenie
837,KE00083725,Helena Fábián,"Gorkého 75/14, Košice - Západ",Západ,Liek,M,26x21x17,3.41,Nie,Štandard,Firemná faktura,,153.38,Doručiť osobne,2026-05-13,Čaká na doručenie
838,KE00083872,Róbert Oravec,"Hradná 101, Košice - Poľov",Poľov,Nábytok,L,49x39x29,14.87,Nie,Overnight,Firemná faktura,,,Skladovať v chlade,2026-05-18,Čaká na doručenie
839,KE00083964,Rastislav Šimko,"Bukureštská 112, Košice - Dargovských hrdinov",Dargovských hrdinov,Balík,S,16x12x8,1.57,Áno,Štandard,Dobierka,269.94,1488.62,,2026-05-16,Čaká na doručenie
840,KE00084084,Rastislav Fekete,"Južná trieda 146, Košice - Juh",Juh,Elektronika,XL,87x65x54,10.67,Áno,Štandard,Firemná faktura,,55.68,,2026-05-13,Čaká na doručenie
841,KE00084138,Juraj Fehér,"Sácka 44/25, Košice - Šaca",Šaca,Nábytok,XL,64x48x40,7.33,Nie,Expres,Dobierka,245.7,,Môže zanechať u suseda,2026-05-17,Čaká na doručenie
842,KE00084266,Radoslav Baláž,"Vietnamská 43/15, Košice - Sever",Sever,Nábytok,XS,8x8x4,0.22,Nie,Overnight,Platba vopred,,1427.73,,2026-05-17,Čaká na doručenie
843,KE00084319,Patrik Fedor,"Šírková 98, Košice - Nad jazerom",Nad jazerom,Náhradný diel,S,23x17x11,1.08,Áno,Štandard,Firemná faktura,,297.59,,2026-05-11,Čaká na doručenie
844,KE00084467,Mária Balogh,"Hájna 104, Košice - Poľov",Poľov,Elektronika,L,45x36x27,11.01,Áno,Štandard,Platba vopred,,,,2026-05-15,Čaká na doručenie
845,KE00084584,Zuzana Horváth,"Štefánikova 147, Košice - Staré Mesto",Staré Mesto,Potraviny,L,48x38x29,7.23,Nie,Štandard,Dobierka,186.46,446.08,Horná strana nahor,2026-05-14,Čaká na doručenie
846,KE00084642,Zuzana Kiss,"Pustovnícka 136/3, Košice - Vyšné Opátske",Vyšné Opátske,Krehký tovar,XS,11x11x5,0.14,Áno,Štandard,Platba vopred,,,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
847,KE00084764,Petra Fedor,"Viničná 76, Košice - Myslava",Myslava,Náhradný diel,S,17x13x8,0.76,Nie,Štandard,Platba vopred,,,,2026-05-14,Čaká na doručenie
848,KE00084833,Helena Török,"Bodrocká 5/13, Košice - Západ",Západ,Krehký tovar,XS,8x8x4,0.14,Áno,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-16,Čaká na doručenie
849,KE00084969,Radoslav Lukács,"Trieda SNP 84/50, Košice - Sever",Sever,Potraviny,XS,10x10x5,0.46,Áno,Štandard,Dobierka,70.48,,,2026-05-13,Čaká na doručenie
850,KE00085061,Milan Kováčik,"Vietnamská 45/46, Košice - Sever",Sever,Potraviny,XXL,125x83x72,11.69,Nie,Štandard,Firemná faktura,,,,2026-05-12,Čaká na doručenie
851,KE00085157,Helena Jakab,"Svätá 134, Košice - Vyšné Opátske",Vyšné Opátske,Oblečenie,XXL,136x90x79,26.21,Nie,Štandard,Firemná faktura,,156.1,,2026-05-16,Čaká na doručenie
852,KE00085260,Ladislav Kiss,"Novoveská 106, Košice - Košická Nová Ves",Košická Nová Ves,Balík,XS,9x9x4,0.18,Nie,Štandard,Firemná faktura,,,,2026-05-16,Čaká na doručenie
853,KE00085322,Pavel Sipos,"Šoltésovej 5/29, Košice - Sever",Sever,Elektronika,L,49x39x29,7.51,Áno,Štandard,Platba vopred,,,Doručiť osobne,2026-05-15,Čaká na doručenie
854,KE00085474,Zuzana Sándor,"Záhradnícka 14, Košice - Košická Nová Ves",Košická Nová Ves,Náhradný diel,L,41x33x24,5.12,Áno,Štandard,Firemná faktura,,627.58,Krehké - opatrne,2026-05-17,Čaká na doručenie
855,KE00085576,Jakub Máté,"Lomonosovova 26, Košice - Západ",Západ,Náhradný diel,M,24x20x16,2.79,Nie,Štandard,Firemná faktura,,742.26,,2026-05-13,Čaká na doručenie
856,KE00085691,Lenka Varga,"Bukureštská 125, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,XXL,133x88x77,39.15,Nie,Štandard,Dobierka,413.23,,,2026-05-13,Čaká na doručenie
857,KE00085729,Lukáš Gál,"Čermeľská 37/13, Košice - Kavečany",Kavečany,Balík,L,45x36x27,4.08,Nie,Štandard,Dobierka,286.8,,,2026-05-12,Čaká na doručenie
858,KE00085853,Juraj Kováč,"Rybná 146, Košice - Lorinčík",Lorinčík,Liek,XS,8x8x4,0.11,Nie,Expres,Platba vopred,,924.62,Nevystavovať vlhku,2026-05-11,Čaká na doručenie
859,KE00085952,Adam Fekete,"Javorová 67/36, Košice - Barca",Barca,Nábytok,XXL,127x85x74,31.07,Nie,Štandard,Platba vopred,,971.96,,2026-05-15,Čaká na doručenie
860,KE00086022,Michal Szőke,"Mníšska 128/26, Košice - Vyšné Opátske",Vyšné Opátske,Krehký tovar,M,33x28x22,1.66,Áno,Štandard,Platba vopred,,,Horná strana nahor,2026-05-15,Čaká na doručenie
861,KE00086165,Monika Pintér,"Brestová 93, Košice - Krásna",Krásna,Krehký tovar,XL,74x55x46,5.19,Áno,Expres,Platba vopred,,,Nezalomovať,2026-05-13,Čaká na doručenie
862,KE00086253,Katarína Lukáč,"Šírková 122/22, Košice - Nad jazerom",Nad jazerom,Liek,M,26x22x17,4.46,Nie,Ekonomický,Dobierka,217.9,1611.01,Volať vopred,2026-05-15,Čaká na doručenie
863,KE00086314,Lukáš Nagy,"Sibírska 97/7, Košice - Západ",Západ,Liek,XXL,96x64x56,31.61,Nie,Overnight,Platba vopred,,,Nezalomovať,2026-05-18,Čaká na doručenie
864,KE00086431,Eva Katona,"Poludníková 94/45, Košice - Nad jazerom",Nad jazerom,Oblečenie,XL,66x50x41,7.46,Áno,Štandard,Platba vopred,,,,2026-05-18,Čaká na doručenie
865,KE00086575,Tibor Gál,"Remeselnícka 28, Košice - Poľov",Poľov,Krehký tovar,XL,66x49x41,19.54,Áno,Štandard,Firemná faktura,,,,2026-05-16,Čaká na doručenie
866,KE00086640,Monika Fekete,"Bukureštská 58/3, Košice - Dargovských hrdinov",Dargovských hrdinov,Liek,XXL,103x69x60,28.91,Nie,Štandard,Dobierka,354.3,,Skladovať v chlade,2026-05-12,Čaká na doručenie
867,KE00086740,Miroslav Török,"Záhradnícka 54, Košice - Košická Nová Ves",Košická Nová Ves,Dokument,S,16x12x8,0.31,Nie,Štandard,Dobierka,362.77,646.7,,2026-05-14,Čaká na doručenie
868,KE00086814,Boris Katona,"Okružná 105, Košice - Pereš",Pereš,Elektronika,XXL,122x81x71,33.51,Áno,Overnight,Firemná faktura,,141.45,Skladovať v chlade,2026-05-16,Čaká na doručenie
869,KE00086942,Dušan Halász,"Záhradná 48/30, Košice - Kavečany",Kavečany,Knihy,XXL,137x91x80,27.98,Nie,Expres,Platba vopred,,,,2026-05-18,Čaká na doručenie
870,KE00087053,Miroslav Varga,"Lorinčícka 125/22, Košice - Lorinčík",Lorinčík,Oblečenie,S,17x13x8,1.29,Nie,Ekonomický,Platba vopred,,1233.61,,2026-05-13,Čaká na doručenie
871,KE00087115,Róbert Takáč,"Mlynská 124/33, Košice - Staré Mesto",Staré Mesto,Náhradný diel,S,18x13x9,1.39,Nie,Štandard,Platba vopred,,,,2026-05-12,Čaká na doručenie
872,KE00087250,Patrik Mészáros,"Slnečná 141, Košice - Myslava",Myslava,Nábytok,XS,9x9x4,0.11,Nie,Expres,Firemná faktura,,,,2026-05-11,Čaká na doručenie
873,KE00087319,Boris Varga,"Vietnamská 68, Košice - Sever",Sever,Potraviny,S,21x16x10,1.24,Nie,Štandard,Dobierka,476.24,865.72,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
874,KE00087481,Lenka Vincze,"Horná 140/2, Košice - Kavečany",Kavečany,Balík,XXL,133x89x78,40.76,Nie,Štandard,Firemná faktura,,1978.66,,2026-05-17,Čaká na doručenie
875,KE00087530,Ondrej Fodor,"Sácka 140/1, Košice - Šaca",Šaca,Liek,XS,9x9x4,0.2,Nie,Štandard,Firemná faktura,,521.61,,2026-05-16,Čaká na doručenie
876,KE00087644,Patrik Tkáč,"Údolná 42, Košice - Lorinčík",Lorinčík,Dokument,M,35x29x23,3.61,Nie,Štandard,Dobierka,468.87,,Nevystavovať vlhku,2026-05-15,Čaká na doručenie
877,KE00087779,Lenka Rácz,"Gorkého 116, Košice - Západ",Západ,Nábytok,XL,78x59x49,6.3,Áno,Štandard,Firemná faktura,,,Skladovať v chlade,2026-05-16,Čaká na doručenie
878,KE00087865,Miroslav Fekete,"Kavečianska 23/11, Košice - Kavečany",Kavečany,Elektronika,S,20x15x10,1.44,Áno,Štandard,Firemná faktura,,,Krehké - opatrne,2026-05-18,Čaká na doručenie
879,KE00087915,Róbert Gál,"Varšavská 104, Košice - Dargovských hrdinov",Dargovských hrdinov,Dokument,XXL,119x79x69,33.45,Nie,Ekonomický,Firemná faktura,,744.05,Skladovať v chlade,2026-05-11,Čaká na doručenie
880,KE00088086,Eva Horváth,"Šrobárova 49, Košice - Sídlisko KVP",Sídlisko KVP,Potraviny,XXL,140x93x82,35.95,Áno,Expres,Firemná faktura,,,Doručiť osobne,2026-05-17,Čaká na doručenie
881,KE00088147,Martina Máté,"Pustovnícka 30/31, Košice - Vyšné Opátske",Vyšné Opátske,Nábytok,XL,87x65x54,12.2,Nie,Overnight,Platba vopred,,,,2026-05-14,Čaká na doručenie
882,KE00088212,Vladimír Szűcs,"Adlerova 15/43, Košice - Sídlisko KVP",Sídlisko KVP,Oblečenie,M,33x28x22,5.0,Nie,Štandard,Dobierka,267.83,606.64,Horná strana nahor,2026-05-17,Čaká na doručenie
883,KE00088384,Lukáš Šimko,"Alžbetina 84, Košice - Staré Mesto",Staré Mesto,Knihy,XL,83x62x52,25.99,Nie,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-17,Čaká na doručenie
884,KE00088415,Patrik Máté,"Toryská 13, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Náhradný diel,XL,93x69x58,5.15,Nie,Ekonomický,Firemná faktura,,,Skladovať v chlade,2026-05-17,Čaká na doručenie
885,KE00088581,Adam Tóth,"Poľná 24/18, Košice - Košická Nová Ves",Košická Nová Ves,Nábytok,S,16x12x8,1.91,Nie,Štandard,Dobierka,405.7,326.03,,2026-05-12,Čaká na doručenie
886,KE00088644,Boris Jakab,"Brnianska 86, Košice - Sever",Sever,Balík,XXL,137x91x80,35.23,Nie,Štandard,Dobierka,370.24,1050.72,Skladovať v chlade,2026-05-15,Čaká na doručenie
887,KE00088725,Petra Takáč,"Minská 141, Košice - Juh",Juh,Náhradný diel,XL,85x64x53,8.2,Nie,Štandard,Firemná faktura,,1713.72,Volať vopred,2026-05-14,Čaká na doručenie
888,KE00088839,Rastislav Halász,"Zálesná 128, Košice - Lorinčík",Lorinčík,Krehký tovar,XL,70x52x43,9.83,Áno,Štandard,Platba vopred,,,Doručiť osobne,2026-05-15,Čaká na doručenie
889,KE00088925,Juraj Fedor,"Trieda SNP 19/9, Košice - Sever",Sever,Dokument,XS,10x10x5,0.36,Áno,Overnight,Dobierka,107.14,,Doručiť osobne,2026-05-16,Čaká na doručenie
890,KE00089065,Ivana Hegedűs,"Lipová 106, Košice - Barca",Barca,Krehký tovar,M,29x24x19,1.41,Áno,Štandard,Platba vopred,,,Horná strana nahor,2026-05-11,Čaká na doručenie
891,KE00089170,Dávid Tóth,"Fábryho 1, Košice - Sídlisko KVP",Sídlisko KVP,Elektronika,XS,10x10x5,0.31,Áno,Štandard,Platba vopred,,1540.42,Volať vopred,2026-05-14,Čaká na doručenie
892,KE00089292,Boris Gáborík,"Opátska 117, Košice - Vyšné Opátske",Vyšné Opátske,Liek,L,44x35x26,13.09,Nie,Ekonomický,Firemná faktura,,,Nezalomovať,2026-05-16,Čaká na doručenie
893,KE00089323,Lenka Sándor,"Okružná 57/36, Košice - Pereš",Pereš,Náhradný diel,S,16x12x8,1.5,Áno,Štandard,Firemná faktura,,1914.74,Nezalomovať,2026-05-12,Čaká na doručenie
894,KE00089480,Dušan Máté,"Považská 65/49, Košice - Sever",Sever,Krehký tovar,XL,82x61x51,27.96,Áno,Expres,Platba vopred,,1382.38,Nezalomovať,2026-05-16,Čaká na doručenie
895,KE00089541,Róbert Novák,"Rybná 88, Košice - Lorinčík",Lorinčík,Potraviny,XS,10x10x5,0.39,Nie,Štandard,Firemná faktura,,1252.99,Nevystavovať vlhku,2026-05-13,Čaká na doručenie
896,KE00089636,Patrik Polák,"Herlianska 87, Košice - Šaca",Šaca,Náhradný diel,XL,74x56x46,9.14,Áno,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-15,Čaká na doručenie
897,KE00089792,Marek Hegedűs,"Tichá 137/5, Košice - Myslava",Myslava,Elektronika,XL,78x58x48,6.66,Áno,Štandard,Dobierka,131.95,,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
898,KE00089899,Milan Gál,"Viničná 24, Košice - Myslava",Myslava,Nábytok,XS,8x8x4,0.2,Nie,Štandard,Platba vopred,,342.41,,2026-05-11,Čaká na doručenie
899,KE00089913,Andrea Fekete,"Orlia 126/14, Košice - Staré Mesto",Staré Mesto,Nábytok,XS,8x8x4,0.33,Nie,Štandard,Firemná faktura,,,,2026-05-11,Čaká na doručenie
900,KE00090014,Dávid Gáborík,"Cottbuská 71, Košice - Dargovských hrdinov",Dargovských hrdinov,Elektronika,XXL,98x65x57,17.18,Áno,Štandard,Dobierka,35.33,,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
901,KE00090163,Ladislav Hegedűs,"Jegorova 94/49, Košice - Dargovských hrdinov",Dargovských hrdinov,Krehký tovar,L,43x34x25,1.89,Áno,Štandard,Dobierka,190.4,,,2026-05-16,Čaká na doručenie
902,KE00090286,Miroslav Pintér,"Moskovská trieda 41, Košice - Dargovských hrdinov",Dargovských hrdinov,Krehký tovar,XS,9x9x4,0.38,Áno,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-11,Čaká na doručenie
903,KE00090369,Richard Gál,"Brestová 56/28, Košice - Krásna",Krásna,Elektronika,L,45x36x27,4.64,Áno,Ekonomický,Platba vopred,,1547.39,Skladovať v chlade,2026-05-15,Čaká na doručenie
904,KE00090426,Adam Szűcs,"Janigova 33/15, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Liek,XL,94x70x58,6.06,Nie,Štandard,Platba vopred,,1752.84,,2026-05-18,Čaká na doručenie
905,KE00090536,Tomáš Polák,"Trieda SNP 131/35, Košice - Sever",Sever,Náhradný diel,XL,81x61x51,12.16,Nie,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-18,Čaká na doručenie
906,KE00090613,Lucia Szabó,"Jazerná 23/40, Košice - Nad jazerom",Nad jazerom,Knihy,L,54x43x32,8.65,Nie,Štandard,Firemná faktura,,,Nezalomovať,2026-05-18,Čaká na doručenie
907,KE00090787,Dávid Csonka,"Biela 8, Košice - Staré Mesto",Staré Mesto,Dokument,XXL,134x89x78,33.43,Nie,Expres,Firemná faktura,,,Nezalomovať,2026-05-13,Čaká na doručenie
908,KE00090819,Zuzana Hegedűs,"Rybárska brána 39/21, Košice - Staré Mesto",Staré Mesto,Oblečenie,XS,11x11x5,0.3,Nie,Expres,Dobierka,407.32,,Volať vopred,2026-05-11,Čaká na doručenie
909,KE00090921,Mária Farkas,"Zupkova 74/3, Košice - Nad jazerom",Nad jazerom,Balík,L,40x32x24,7.09,Áno,Štandard,Platba vopred,,,Krehké - opatrne,2026-05-12,Čaká na doručenie
910,KE00091083,Zuzana Jakab,"Borová 71/26, Košice - Barca",Barca,Oblečenie,XS,8x8x4,0.16,Nie,Štandard,Platba vopred,,,Volať vopred,2026-05-13,Čaká na doručenie
911,KE00091116,Veronika Tóth,"Poľovská 142/41, Košice - Poľov",Poľov,Nábytok,L,44x35x26,6.74,Nie,Štandard,Platba vopred,,542.94,Doručiť osobne,2026-05-16,Čaká na doručenie
912,KE00091258,Alžbeta Bíró,"Sofijská 65/8, Košice - Dargovských hrdinov",Dargovských hrdinov,Oblečenie,XXL,96x64x56,35.02,Nie,Ekonomický,Firemná faktura,,,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
913,KE00091363,Milan Hudák,"Kyjevská 17, Košice - Juh",Juh,Nábytok,XXL,99x66x57,37.87,Nie,Expres,Firemná faktura,,493.01,Volať vopred,2026-05-12,Čaká na doručenie
914,KE00091433,Marek Krajčí,"Rovníková 136, Košice - Nad jazerom",Nad jazerom,Potraviny,M,24x20x16,4.43,Nie,Štandard,Firemná faktura,,1748.2,,2026-05-13,Čaká na doručenie
915,KE00091577,Ondrej Novák,"Hájna 95, Košice - Poľov",Poľov,Balík,M,26x21x17,4.39,Nie,Expres,Firemná faktura,,,,2026-05-14,Čaká na doručenie
916,KE00091647,Milan Máté,"Opátska 58/24, Košice - Vyšné Opátske",Vyšné Opátske,Oblečenie,XXL,120x80x70,17.14,Nie,Štandard,Platba vopred,,1281.77,Nezalomovať,2026-05-13,Čaká na doručenie
917,KE00091777,Patrik Balogh,"Zábrezová 56, Košice - Sever",Sever,Knihy,S,22x16x11,0.66,Nie,Overnight,Platba vopred,,1203.71,Nevystavovať vlhku,2026-05-17,Čaká na doručenie
918,KE00091819,Róbert Polák,"Myslavská 140, Košice - Myslava",Myslava,Liek,XL,66x50x41,21.33,Nie,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-18,Čaká na doručenie
919,KE00091985,Zuzana Baláž,"Galvaniho 128/21, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Náhradný diel,L,59x47x35,13.02,Nie,Expres,Dobierka,456.2,1623.27,,2026-05-15,Čaká na doručenie
920,KE00092010,Vladimír Király,"Bulharská 107, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XL,93x70x58,9.6,Nie,Štandard,Firemná faktura,,,,2026-05-17,Čaká na doručenie
921,KE00092153,Vladimír Tóth,"Leningradská 95/23, Košice - Juh",Juh,Dokument,XS,9x9x4,0.13,Nie,Overnight,Platba vopred,,1064.48,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
922,KE00092214,Róbert Kováčik,"Dominikánske námestie 36/27, Košice - Staré Mesto",Staré Mesto,Nábytok,XXL,103x69x60,18.62,Áno,Štandard,Firemná faktura,,517.74,Skladovať v chlade,2026-05-13,Čaká na doručenie
923,KE00092324,Martin Kiss,"Bačíkova 134/48, Košice - Košická Nová Ves",Košická Nová Ves,Elektronika,XXL,97x64x56,41.68,Áno,Štandard,Firemná faktura,,,,2026-05-18,Čaká na doručenie
924,KE00092422,Michal Bíró,"Šírková 5/13, Košice - Nad jazerom",Nad jazerom,Nábytok,S,18x14x9,0.92,Nie,Štandard,Dobierka,81.23,1492.87,Nevystavovať vlhku,2026-05-11,Čaká na doručenie
925,KE00092547,Michal Fodor,"Bodrocká 66/23, Košice - Západ",Západ,Dokument,XL,81x61x51,14.78,Nie,Štandard,Platba vopred,,,,2026-05-15,Čaká na doručenie
926,KE00092688,Alžbeta Kováč,"Adlerova 62, Košice - Sídlisko KVP",Sídlisko KVP,Knihy,XL,95x71x59,24.07,Nie,Štandard,Platba vopred,,1293.82,Nezalomovať,2026-05-12,Čaká na doručenie
927,KE00092767,Filip Szűcs,"Cottbuská 27/29, Košice - Dargovských hrdinov",Dargovských hrdinov,Knihy,XS,10x10x5,0.12,Nie,Ekonomický,Dobierka,148.23,,Nezalomovať,2026-05-16,Čaká na doručenie
